data,forn,area,eta,m,f,d1,d2,dpi,db1,db2,db3,N1,N2,ISTAT,reg
2023-01-02,Moderna,CAL,90+,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF6,18.0,Calabria
2023-01-02,Moderna,CAM,50-59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF3,15.0,Campania
2023-01-02,Moderna,CAM,60-69,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF3,15.0,Campania
2023-01-02,Moderna,CAM,70-79,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ITF,ITF3,15.0,Campania
2023-01-02,Moderna,EMR,12-19,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Moderna,EMR,20-29,7.0,5.0,0.0,0.0,0.0,3.0,9.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Moderna,EMR,30-39,6.0,11.0,0.0,0.0,0.0,9.0,8.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Moderna,EMR,40-49,18.0,4.0,0.0,0.0,0.0,10.0,12.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Moderna,EMR,50-59,15.0,19.0,0.0,0.0,0.0,7.0,27.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Moderna,EMR,60-69,28.0,18.0,0.0,0.0,0.0,0.0,35.0,11.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Moderna,EMR,70-79,32.0,35.0,0.0,0.0,0.0,0.0,43.0,24.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Moderna,EMR,80-89,24.0,13.0,0.0,0.0,0.0,0.0,20.0,17.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Moderna,EMR,90+,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Moderna,LAZ,12-19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Moderna,LAZ,20-29,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Moderna,LAZ,30-39,3.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Moderna,LAZ,40-49,8.0,5.0,0.0,0.0,0.0,1.0,12.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Moderna,LAZ,50-59,23.0,26.0,0.0,0.0,0.0,0.0,49.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Moderna,LAZ,60-69,25.0,12.0,0.0,0.0,0.0,1.0,30.0,6.0,ITI,ITI4,12.0,Lazio
2023-01-02,Moderna,LAZ,70-79,29.0,32.0,0.0,0.0,0.0,1.0,52.0,8.0,ITI,ITI4,12.0,Lazio
2023-01-02,Moderna,LAZ,80-89,10.0,11.0,0.0,0.0,0.0,0.0,12.0,9.0,ITI,ITI4,12.0,Lazio
2023-01-02,Moderna,LAZ,90+,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Moderna,LIG,20-29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Moderna,LIG,30-39,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Moderna,LIG,50-59,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Moderna,LIG,60-69,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Moderna,LIG,70-79,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Moderna,LOM,12-19,31.0,22.0,0.0,0.0,0.0,13.0,40.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Moderna,LOM,20-29,26.0,32.0,0.0,0.0,0.0,8.0,50.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Moderna,LOM,30-39,45.0,31.0,0.0,0.0,0.0,4.0,72.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Moderna,LOM,40-49,54.0,63.0,0.0,0.0,0.0,9.0,106.0,2.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Moderna,LOM,50-59,95.0,103.0,0.0,0.0,0.0,2.0,196.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Moderna,LOM,60-69,178.0,154.0,0.0,0.0,0.0,14.0,262.0,56.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Moderna,LOM,70-79,143.0,125.0,0.0,0.0,0.0,2.0,222.0,44.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Moderna,LOM,80-89,59.0,71.0,0.0,0.0,0.0,0.0,98.0,32.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Moderna,LOM,90+,14.0,25.0,0.0,0.0,0.0,1.0,23.0,15.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Moderna,MAR,20-29,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,ITI,ITI3,11.0,Marche
2023-01-02,Moderna,MAR,30-39,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,ITI,ITI3,11.0,Marche
2023-01-02,Moderna,MAR,40-49,5.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,ITI,ITI3,11.0,Marche
2023-01-02,Moderna,MAR,50-59,3.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,ITI,ITI3,11.0,Marche
2023-01-02,Moderna,MAR,60-69,7.0,7.0,0.0,0.0,0.0,1.0,13.0,0.0,ITI,ITI3,11.0,Marche
2023-01-02,Moderna,MAR,70-79,5.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,ITI,ITI3,11.0,Marche
2023-01-02,Moderna,MAR,80-89,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,ITI,ITI3,11.0,Marche
2023-01-02,Moderna,MAR,90+,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITI,ITI3,11.0,Marche
2023-01-02,Moderna,PIE,12-19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-02,Moderna,PIE,20-29,3.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-02,Moderna,PIE,30-39,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-02,Moderna,PIE,40-49,7.0,4.0,0.0,0.0,0.0,2.0,9.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-02,Moderna,PIE,50-59,12.0,8.0,0.0,0.0,0.0,3.0,16.0,1.0,ITC,ITC1,1.0,Piemonte
2023-01-02,Moderna,PIE,60-69,26.0,16.0,0.0,0.0,0.0,7.0,29.0,6.0,ITC,ITC1,1.0,Piemonte
2023-01-02,Moderna,PIE,70-79,17.0,21.0,0.0,0.0,0.0,5.0,24.0,9.0,ITC,ITC1,1.0,Piemonte
2023-01-02,Moderna,PIE,80-89,13.0,15.0,0.0,0.0,0.0,1.0,4.0,23.0,ITC,ITC1,1.0,Piemonte
2023-01-02,Moderna,PIE,90+,3.0,9.0,0.0,0.0,0.0,0.0,1.0,11.0,ITC,ITC1,1.0,Piemonte
2023-01-02,Moderna,PUG,50-59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-02,Moderna,PUG,80-89,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-02,Moderna,SAR,12-19,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,ITG,ITG2,20.0,Sardegna
2023-01-02,Moderna,SAR,20-29,5.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,ITG,ITG2,20.0,Sardegna
2023-01-02,Moderna,SAR,30-39,6.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,ITG,ITG2,20.0,Sardegna
2023-01-02,Moderna,SAR,40-49,10.0,7.0,0.0,0.0,0.0,0.0,17.0,0.0,ITG,ITG2,20.0,Sardegna
2023-01-02,Moderna,SAR,50-59,11.0,16.0,0.0,0.0,0.0,0.0,27.0,0.0,ITG,ITG2,20.0,Sardegna
2023-01-02,Moderna,SAR,60-69,16.0,21.0,0.0,0.0,0.0,0.0,29.0,8.0,ITG,ITG2,20.0,Sardegna
2023-01-02,Moderna,SAR,70-79,11.0,9.0,0.0,0.0,0.0,0.0,12.0,8.0,ITG,ITG2,20.0,Sardegna
2023-01-02,Moderna,SAR,80-89,8.0,7.0,0.0,0.0,0.0,0.0,10.0,5.0,ITG,ITG2,20.0,Sardegna
2023-01-02,Moderna,SAR,90+,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,ITG,ITG2,20.0,Sardegna
2023-01-02,Moderna,SIC,40-49,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,ITG,ITG1,19.0,Sicilia
2023-01-02,Moderna,SIC,50-59,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,ITG,ITG1,19.0,Sicilia
2023-01-02,Moderna,SIC,60-69,7.0,4.0,0.0,0.0,0.0,2.0,9.0,0.0,ITG,ITG1,19.0,Sicilia
2023-01-02,Moderna,SIC,70-79,2.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,ITG,ITG1,19.0,Sicilia
2023-01-02,Moderna,SIC,80-89,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,ITG,ITG1,19.0,Sicilia
2023-01-02,Moderna,SIC,90+,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,ITG,ITG1,19.0,Sicilia
2023-01-02,Moderna,UMB,20-29,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-02,Moderna,UMB,40-49,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-02,Moderna,UMB,50-59,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-02,Moderna,UMB,60-69,7.0,4.0,0.0,0.0,0.0,1.0,10.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-02,Moderna,UMB,70-79,3.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-02,Moderna,UMB,80-89,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-02,Pfizer Pediatrico,LAZ,05-11,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer Pediatrico,LOM,05-11,6.0,7.0,8.0,3.0,0.0,2.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-02,Pfizer Pediatrico,MAR,05-11,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,ITI,ITI3,11.0,Marche
2023-01-02,Pfizer Pediatrico,PUG,05-11,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-02,Pfizer Pediatrico,SIC,05-11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2023-01-02,Pfizer Pediatrico,TOS,05-11,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2023-01-02,Pfizer Pediatrico,VEN,05-11,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2023-01-02,Pfizer/BioNTech,ABR,20-29,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-02,Pfizer/BioNTech,ABR,30-39,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-02,Pfizer/BioNTech,ABR,40-49,2.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-02,Pfizer/BioNTech,ABR,50-59,5.0,9.0,0.0,0.0,0.0,0.0,14.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-02,Pfizer/BioNTech,ABR,60-69,11.0,21.0,0.0,0.0,0.0,1.0,29.0,2.0,ITF,ITF1,13.0,Abruzzo
2023-01-02,Pfizer/BioNTech,ABR,70-79,24.0,18.0,0.0,0.0,0.0,0.0,38.0,4.0,ITF,ITF1,13.0,Abruzzo
2023-01-02,Pfizer/BioNTech,ABR,80-89,10.0,14.0,0.0,0.0,0.0,0.0,19.0,5.0,ITF,ITF1,13.0,Abruzzo
2023-01-02,Pfizer/BioNTech,ABR,90+,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,ITF,ITF1,13.0,Abruzzo
2023-01-02,Pfizer/BioNTech,BAS,12-19,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,ITF,ITF5,17.0,Basilicata
2023-01-02,Pfizer/BioNTech,BAS,20-29,3.0,7.0,0.0,0.0,0.0,1.0,9.0,0.0,ITF,ITF5,17.0,Basilicata
2023-01-02,Pfizer/BioNTech,BAS,30-39,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,ITF,ITF5,17.0,Basilicata
2023-01-02,Pfizer/BioNTech,BAS,40-49,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,ITF,ITF5,17.0,Basilicata
2023-01-02,Pfizer/BioNTech,BAS,50-59,4.0,14.0,0.0,0.0,0.0,0.0,18.0,0.0,ITF,ITF5,17.0,Basilicata
2023-01-02,Pfizer/BioNTech,BAS,60-69,17.0,23.0,0.0,0.0,0.0,3.0,33.0,4.0,ITF,ITF5,17.0,Basilicata
2023-01-02,Pfizer/BioNTech,BAS,70-79,15.0,15.0,0.0,0.0,0.0,0.0,28.0,2.0,ITF,ITF5,17.0,Basilicata
2023-01-02,Pfizer/BioNTech,BAS,80-89,15.0,12.0,0.0,0.0,0.0,0.0,26.0,1.0,ITF,ITF5,17.0,Basilicata
2023-01-02,Pfizer/BioNTech,BAS,90+,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,ITF,ITF5,17.0,Basilicata
2023-01-02,Pfizer/BioNTech,CAL,12-19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF6,18.0,Calabria
2023-01-02,Pfizer/BioNTech,CAL,20-29,6.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,ITF,ITF6,18.0,Calabria
2023-01-02,Pfizer/BioNTech,CAL,30-39,4.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,ITF,ITF6,18.0,Calabria
2023-01-02,Pfizer/BioNTech,CAL,40-49,7.0,5.0,1.0,0.0,0.0,3.0,8.0,0.0,ITF,ITF6,18.0,Calabria
2023-01-02,Pfizer/BioNTech,CAL,50-59,8.0,13.0,0.0,0.0,0.0,2.0,19.0,0.0,ITF,ITF6,18.0,Calabria
2023-01-02,Pfizer/BioNTech,CAL,60-69,20.0,17.0,0.0,0.0,0.0,3.0,31.0,3.0,ITF,ITF6,18.0,Calabria
2023-01-02,Pfizer/BioNTech,CAL,70-79,37.0,28.0,0.0,0.0,0.0,4.0,56.0,5.0,ITF,ITF6,18.0,Calabria
2023-01-02,Pfizer/BioNTech,CAL,80-89,20.0,19.0,0.0,0.0,0.0,1.0,32.0,6.0,ITF,ITF6,18.0,Calabria
2023-01-02,Pfizer/BioNTech,CAL,90+,1.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,ITF,ITF6,18.0,Calabria
2023-01-02,Pfizer/BioNTech,CAM,12-19,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,ITF,ITF3,15.0,Campania
2023-01-02,Pfizer/BioNTech,CAM,20-29,13.0,11.0,0.0,0.0,0.0,13.0,11.0,0.0,ITF,ITF3,15.0,Campania
2023-01-02,Pfizer/BioNTech,CAM,30-39,14.0,18.0,2.0,1.0,0.0,3.0,26.0,0.0,ITF,ITF3,15.0,Campania
2023-01-02,Pfizer/BioNTech,CAM,40-49,26.0,16.0,1.0,0.0,0.0,6.0,35.0,0.0,ITF,ITF3,15.0,Campania
2023-01-02,Pfizer/BioNTech,CAM,50-59,43.0,42.0,0.0,1.0,0.0,9.0,75.0,0.0,ITF,ITF3,15.0,Campania
2023-01-02,Pfizer/BioNTech,CAM,60-69,90.0,82.0,0.0,0.0,0.0,15.0,144.0,13.0,ITF,ITF3,15.0,Campania
2023-01-02,Pfizer/BioNTech,CAM,70-79,110.0,78.0,0.0,0.0,0.0,15.0,154.0,19.0,ITF,ITF3,15.0,Campania
2023-01-02,Pfizer/BioNTech,CAM,80-89,40.0,43.0,0.0,0.0,0.0,2.0,64.0,17.0,ITF,ITF3,15.0,Campania
2023-01-02,Pfizer/BioNTech,CAM,90+,12.0,6.0,0.0,0.0,0.0,0.0,14.0,4.0,ITF,ITF3,15.0,Campania
2023-01-02,Pfizer/BioNTech,EMR,12-19,16.0,13.0,2.0,0.0,0.0,8.0,19.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Pfizer/BioNTech,EMR,20-29,17.0,21.0,1.0,1.0,0.0,9.0,27.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Pfizer/BioNTech,EMR,30-39,33.0,32.0,2.0,1.0,0.0,12.0,50.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Pfizer/BioNTech,EMR,40-49,55.0,35.0,1.0,0.0,0.0,15.0,74.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Pfizer/BioNTech,EMR,50-59,105.0,84.0,1.0,2.0,0.0,18.0,168.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Pfizer/BioNTech,EMR,60-69,147.0,133.0,0.0,0.0,0.0,35.0,192.0,53.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Pfizer/BioNTech,EMR,70-79,147.0,145.0,0.0,1.0,0.0,14.0,204.0,73.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Pfizer/BioNTech,EMR,80-89,88.0,105.0,0.0,0.0,1.0,6.0,93.0,93.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Pfizer/BioNTech,EMR,90+,22.0,40.0,0.0,0.0,0.0,2.0,25.0,35.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-02,Pfizer/BioNTech,FVG,20-29,5.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-02,Pfizer/BioNTech,FVG,30-39,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-02,Pfizer/BioNTech,FVG,40-49,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-02,Pfizer/BioNTech,FVG,50-59,7.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-02,Pfizer/BioNTech,FVG,60-69,6.0,11.0,0.0,0.0,0.0,2.0,14.0,1.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-02,Pfizer/BioNTech,FVG,70-79,9.0,8.0,0.0,0.0,0.0,0.0,14.0,3.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-02,Pfizer/BioNTech,FVG,80-89,4.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-02,Pfizer/BioNTech,FVG,90+,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-02,Pfizer/BioNTech,LAZ,12-19,19.0,16.0,2.0,1.0,0.0,10.0,22.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer/BioNTech,LAZ,20-29,30.0,32.0,1.0,1.0,0.0,17.0,43.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer/BioNTech,LAZ,30-39,38.0,37.0,0.0,1.0,0.0,22.0,52.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer/BioNTech,LAZ,40-49,76.0,50.0,0.0,1.0,0.0,29.0,96.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer/BioNTech,LAZ,50-59,102.0,111.0,1.0,1.0,0.0,30.0,181.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer/BioNTech,LAZ,60-69,236.0,178.0,1.0,0.0,0.0,14.0,334.0,65.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer/BioNTech,LAZ,70-79,234.0,214.0,0.0,0.0,0.0,15.0,356.0,77.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer/BioNTech,LAZ,80-89,115.0,118.0,0.0,0.0,0.0,6.0,159.0,68.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer/BioNTech,LAZ,90+,14.0,26.0,0.0,0.0,0.0,0.0,25.0,15.0,ITI,ITI4,12.0,Lazio
2023-01-02,Pfizer/BioNTech,LIG,12-19,4.0,8.0,0.0,0.0,0.0,2.0,10.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Pfizer/BioNTech,LIG,20-29,12.0,12.0,1.0,0.0,0.0,9.0,14.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Pfizer/BioNTech,LIG,30-39,21.0,6.0,0.0,0.0,0.0,10.0,17.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Pfizer/BioNTech,LIG,40-49,13.0,17.0,0.0,0.0,0.0,5.0,25.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Pfizer/BioNTech,LIG,50-59,39.0,32.0,0.0,0.0,0.0,6.0,65.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-02,Pfizer/BioNTech,LIG,60-69,58.0,50.0,0.0,0.0,0.0,6.0,94.0,8.0,ITC,ITC3,7.0,Liguria
2023-01-02,Pfizer/BioNTech,LIG,70-79,72.0,65.0,0.0,0.0,0.0,6.0,117.0,14.0,ITC,ITC3,7.0,Liguria
2023-01-02,Pfizer/BioNTech,LIG,80-89,22.0,33.0,0.0,1.0,0.0,1.0,38.0,15.0,ITC,ITC3,7.0,Liguria
