area,denominazione_struttura,tipologia,N1,N2,ISTAT,reg
ABR,FOND. P. A. MILENO VASTO S.TOM,RIA,ITF,ITF1,13,Abruzzo
ABR,FOND. PAPA PAOLO VI-S.AGOSTINO,RIA,ITF,ITF1,13,Abruzzo
ABR,FOND. PICCOLA OPERA CARITAS,RIA,ITF,ITF1,13,Abruzzo
ABR,FOND.P.ALBERTO MILENO ONLUS,RIA,ITF,ITF1,13,Abruzzo
ABR,FOND.P.ALBERTO MILENO ONLUS,RIA,ITF,ITF1,13,Abruzzo
ABR,HUB MARIA SS SPLENDORE GIULIANOVA,STS,ITF,ITF1,13,Abruzzo
ABR,HUB OSPEDALE MAZZINI TERAMO,STS,ITF,ITF1,13,Abruzzo
ABR,HUB P.O. VAL VIBRATA  SANT'OMERO,STS,ITF,ITF1,13,Abruzzo
ABR,HUB PARCO DELLA SCIENZA,STS,ITF,ITF1,13,Abruzzo
ABR,HUB SAN LIBERATORE ATRI,STS,ITF,ITF1,13,Abruzzo
ABR,IL PICCOLO PRINCIPE,RIA,ITF,ITF1,13,Abruzzo
ABR,IST. RIAB. SAN ROCCO - ATESSA,RIA,ITF,ITF1,13,Abruzzo
ABR,IST. RIAB. SAN ROCCO - CASOLI,RIA,ITF,ITF1,13,Abruzzo
ABR,ISTIT. VILLA GIULIA,RIA,ITF,ITF1,13,Abruzzo
ABR,NOVA SALUS SRL,RIA,ITF,ITF1,13,Abruzzo
ABR,P.T.A. CASOLI,STS,ITF,ITF1,13,Abruzzo
ABR,P.T.A. GISSI,STS,ITF,ITF1,13,Abruzzo
ABR,P.T.A. GUARDIAGRELE,STS,ITF,ITF1,13,Abruzzo
ABR,PAOLO VI  MADONNA del MONTE,RIA,ITF,ITF1,13,Abruzzo
ABR,PAOLO VI CENTRO,RIA,ITF,ITF1,13,Abruzzo
ABR,PAOLO VI CENTRO ADRIATICO,RIA,ITF,ITF1,13,Abruzzo
ABR,PAOLO VI CENTRO TABOR,RIA,ITF,ITF1,13,Abruzzo
ABR,PAOLO VI CIVITAQUANA,RIA,ITF,ITF1,13,Abruzzo
ABR,PAOLO VI SAN CLEMENTE,RIA,ITF,ITF1,13,Abruzzo
ABR,PAOLO VI SAN MASSIMO,RIA,ITF,ITF1,13,Abruzzo
ABR,PICCOLA OPERA CHARITAS,RIA,ITF,ITF1,13,Abruzzo
ABR,POLIAMBULATORIO PE,STS,ITF,ITF1,13,Abruzzo
ABR,RIAB. ANFFAS-ONULUS TERAMO,RIA,ITF,ITF1,13,Abruzzo
ABR,RIABILITAZIONE WELLNESS&C.,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN RAFFAELE SPA,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN STE FAR MONTESILVANO,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN STE FAR PESCARA,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN STEF. AR. ABRUZZO-CHS,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN STEF. AR. ABRUZZO-CHT,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN STEF. AR. ABRUZZO-CSB,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN STEF. AR. ABRUZZO-LNC,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN STEF. AR. ABRUZZO-SSL,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN STEF. AR. ABRUZZO-VSM,RIA,ITF,ITF1,13,Abruzzo
ABR,SAN STEF. AR. ABRUZZO-VST,RIA,ITF,ITF1,13,Abruzzo
ABR,SERV RIAB AVEZZANO,RIA,ITF,ITF1,13,Abruzzo
ABR,SERV RIAB SULMONA,RIA,ITF,ITF1,13,Abruzzo
BAS,AIAS,RIA,ITF,ITF5,17,Basilicata
BAS,AIAS-SEZ.MELFI - SEDE MATERA,RIA,ITF,ITF5,17,Basilicata
BAS,C.T.R. Srl,RIA,ITF,ITF5,17,Basilicata
BAS,CENTRO   R. H. A. M.,RIA,ITF,ITF5,17,Basilicata
BAS,CENTRO A.I.A.S. di LAURIA,RIA,ITF,ITF5,17,Basilicata
BAS,CENTRO AIAS F. BAGNALE,RIA,ITF,ITF5,17,Basilicata
BAS,CENTRO DI RIABILITAZIONE AIAS,RIA,ITF,ITF5,17,Basilicata
BAS,CENTRO POLICENTER S.R.L.,RIA,ITF,ITF5,17,Basilicata
BAS,CENTRO SAN PAOLO SERVIZI,RIA,ITF,ITF5,17,Basilicata
BAS,CENTRO TAVOLARO s.r.l,RIA,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE  -Complesso sportivo Rocco Mazzola,STS,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE CONFAPI PZ,STS,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE COVID ENEL,STS,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE COVID-19 LAVELLO,STS,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE COVID-19 MELFI,STS,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE COVID-19 MMG ASP,STS,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE DOMICILIARE ASP,STS,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE FARMACIE ASP,STS,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE FERRERO,STS,ITF,ITF5,17,Basilicata
BAS,CENTRO VACCINALE TOTAL,STS,ITF,ITF5,17,Basilicata
BAS,FISIOKINESITERAPIA MELANDRO,RIA,ITF,ITF5,17,Basilicata
BAS,FONDAZIONE DON GNOCCHI ONLUS,RIA,ITF,ITF5,17,Basilicata
BAS,GENOVESE CAMILLO s.r.l,RIA,ITF,ITF5,17,Basilicata
BAS,ISTITUTO PADRI TRINITARI,RIA,ITF,ITF5,17,Basilicata
BAS,POLO RIAB FDG ASM,RIA,ITF,ITF5,17,Basilicata
BAS,PUNTO VACCINALE M.M.G. ASM,STS,ITF,ITF5,17,Basilicata
BAS,PUNTO VACCINALE MATERA,STS,ITF,ITF5,17,Basilicata
BAS,PUNTO VACCINALE PISTICCI,STS,ITF,ITF5,17,Basilicata
BAS,PUNTO VACCINALE POLICORO,STS,ITF,ITF5,17,Basilicata
BAS,PUNTO VACCINALE STIGLIANO,STS,ITF,ITF5,17,Basilicata
BAS,PUNTO VACCINALE TRICARICO,STS,ITF,ITF5,17,Basilicata
BAS,RESSANA S.R.L.,RIA,ITF,ITF5,17,Basilicata
BAS,Universo Salute Srl CSSR PZ,RIA,ITF,ITF5,17,Basilicata
CAL,AIAS Vadue  di Carolei,RIA,ITF,ITF6,18,Calabria
CAL,ANMI SISS - Rossano,RIA,ITF,ITF6,18,Calabria
CAL,Anmi Siss srl - Cosenza,RIA,ITF,ITF6,18,Calabria
CAL,ASS. COMUNITA' PROGETTO SUD,RIA,ITF,ITF6,18,Calabria
CAL,ASS. MUTUA BENEVOLENTIA,RIA,ITF,ITF6,18,Calabria
CAL,C.I.F. CASA SERENA S.G.BOSCO,RIA,ITF,ITF6,18,Calabria
CAL,Case della Salute Mormanno,RIA,ITF,ITF6,18,Calabria
CAL,Cenro Riab. Don Milani Lungro,RIA,ITF,ITF6,18,Calabria
CAL,CENTRO CARLO PIZZI,RIA,ITF,ITF6,18,Calabria
CAL,CENTRO CLINICO SAN VITALIANO,RIA,ITF,ITF6,18,Calabria
CAL,Centro di Riab.ne NOVA SALUS,RIA,ITF,ITF6,18,Calabria
CAL,CENTRO DI RIABILITAZIONE AMNIC,RIA,ITF,ITF6,18,Calabria
CAL,Centro di Riabilitazione S. G.,RIA,ITF,ITF6,18,Calabria
CAL,CENTRO EMMANUELE,RIA,ITF,ITF6,18,Calabria
CAL,CENTRO NADIA VADALA',RIA,ITF,ITF6,18,Calabria
CAL,CENTRO RIAB ESTENSIV AQUASALUS,RIA,ITF,ITF6,18,Calabria
CAL,Centro Riabil. Anmic S. G.,RIA,ITF,ITF6,18,Calabria
CAL,CENTRO RIABILITATIVO LUCREZIA,RIA,ITF,ITF6,18,Calabria
CAL,CENTRO RIABILITAZIONE S.CHIARA,RIA,ITF,ITF6,18,Calabria
CAL,CENTRO SOPHIA,RIA,ITF,ITF6,18,Calabria
CAL,CENTRO TRIPEPI MARIOTTI,RIA,ITF,ITF6,18,Calabria
CAL,Clinica Service Center,RIA,ITF,ITF6,18,Calabria
CAL,Coop. Soc.le Skinner srl Onlus,RIA,ITF,ITF6,18,Calabria
CAL,Costruire il Domani ONLUS,RIA,ITF,ITF6,18,Calabria
CAL,CRE SAN DOMENICO,RIA,ITF,ITF6,18,Calabria
CAL,CRE-SAN VITO HOSPITAL,RIA,ITF,ITF6,18,Calabria
CAL,Ctr Med. e FKT Dott. P. Crupi,RIA,ITF,ITF6,18,Calabria
CAL,ENTE MORALE F. GERMANO,RIA,ITF,ITF6,18,Calabria
CAL,Fiosenter S.R.L.,RIA,ITF,ITF6,18,Calabria
CAL,FKT BAGNARESE srl,RIA,ITF,ITF6,18,Calabria
CAL,Fond. Marino per l'Autismo Onl,RIA,ITF,ITF6,18,Calabria
CAL,"FONDAZIONE ""CASA DELLA CARITA'",RIA,ITF,ITF6,18,Calabria
CAL,FONDAZIONE BETANIA ONLUS,RIA,ITF,ITF6,18,Calabria
CAL,IST. CURA MEDICAL & PSYCHOLOGY,RIA,ITF,ITF6,18,Calabria
CAL,IST. PSICO-PED. VILLA BETANIA,RIA,ITF,ITF6,18,Calabria
CAL,ISTITUTO DI RIAB.VILLA S.AGATA,RIA,ITF,ITF6,18,Calabria
CAL,ONLUS - Cetraro,RIA,ITF,ITF6,18,Calabria
CAL,PRES. DI RIAB. CENTRO SAN GIUS,RIA,ITF,ITF6,18,Calabria
CAL,RESIDENZA AD ALTO TRATTAMENTO,RIA,ITF,ITF6,18,Calabria
CAL,Riabil. Madonna Della Catena,RIA,ITF,ITF6,18,Calabria
CAL,RIABILIA DI L. BARILLARO SAS,RIA,ITF,ITF6,18,Calabria
CAL,"Riabilit.Est. ""Biolife"" srl",RIA,ITF,ITF6,18,Calabria
CAL,Riabilitazione Castrovillari,RIA,ITF,ITF6,18,Calabria
CAL,SALUS SPA,RIA,ITF,ITF6,18,Calabria
CAL,SANTA CHIARA SRL,RIA,ITF,ITF6,18,Calabria
CAL,SASA' MARTINO,RIA,ITF,ITF6,18,Calabria
CAL,STARBENE  SRL,RIA,ITF,ITF6,18,Calabria
CAL,STUDIO MEDICO POL. F.K.T. ALFA,RIA,ITF,ITF6,18,Calabria
CAL,Terme Sibarite S.P.A.,RIA,ITF,ITF6,18,Calabria
CAL,turano C.&.C. SRL,RIA,ITF,ITF6,18,Calabria
CAL,UNITA OPERATIVA RECUPERO NEURO,RIA,ITF,ITF6,18,Calabria
CAL,VILLA ADELCHI - RIACE S.R.L.  ,RIA,ITF,ITF6,18,Calabria
CAL,VILLA SAN GIUSEPPE,RIA,ITF,ITF6,18,Calabria
CAL,Villa San Pio Dipignano,RIA,ITF,ITF6,18,Calabria
CAL,VILLA TORANO,RIA,ITF,ITF6,18,Calabria
CAM,AIAS  CALITRI,RIA,ITF,ITF3,15,Campania
CAM,AIAS AFRAGOLA,RIA,ITF,ITF3,15,Campania
CAM,AIAS CASORIA,RIA,ITF,ITF3,15,Campania
CAM,AIAS NUSCO,RIA,ITF,ITF3,15,Campania
CAM,AIAS ONLUS C.R.M. MARECHIARO,RIA,ITF,ITF3,15,Campania
CAM,AIAS PENISOLA SORRENTINA,RIA,ITF,ITF3,15,Campania
CAM,AIAS PEPPINO SCOPPA,RIA,ITF,ITF3,15,Campania
CAM,AIAS SEZ.DI NOLA - CICCIANO,RIA,ITF,ITF3,15,Campania
CAM,AIAS VICO E.ARCO FELICE,RIA,ITF,ITF3,15,Campania
CAM,ANFFAS ONLUS CAPRI,RIA,ITF,ITF3,15,Campania
CAM,ANTARES CENTRO RIABILITAZIONE,RIA,ITF,ITF3,15,Campania
CAM,ASS. LA NOSTRA FAMIGLIA,RIA,ITF,ITF3,15,Campania
CAM,ASSOCIAZIONE META FELIX,RIA,ITF,ITF3,15,Campania
CAM,C RIAB LARS-FGAMBARDARDELLA MA,RIA,ITF,ITF3,15,Campania
CAM,C. Soc. Na. ANFFAS Cdr C. Ursi,RIA,ITF,ITF3,15,Campania
CAM,C.D.Spettro Autistico,RIA,ITF,ITF3,15,Campania
CAM,C.F.R. ISTIT. DI RIABILIT. SRL,RIA,ITF,ITF3,15,Campania
CAM,C.G.M. SAN LUCA S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,C.RIAB LARS-EX GAMBARDELLAPELL,RIA,ITF,ITF3,15,Campania
CAM,C.T.A. SRL,RIA,ITF,ITF3,15,Campania
CAM,C.T.F. CENTRO  TERAPIA FISICA,RIA,ITF,ITF3,15,Campania
CAM,C.TRO LA PRIMULA  SRL,RIA,ITF,ITF3,15,Campania
CAM,CASA DI CURA S M DEL POZZO CEM,RIA,ITF,ITF3,15,Campania
CAM,CEDIF srl,RIA,ITF,ITF3,15,Campania
CAM,CEFIM S.N.C.,RIA,ITF,ITF3,15,Campania
CAM,CENTRO  FISIOVESUVIANO  S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,CENTRO  MOSCATI SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO A.I.R.R.I.,RIA,ITF,ITF3,15,Campania
CAM,CENTRO A.T.H.E.N.A. S.N.C.,RIA,ITF,ITF3,15,Campania
CAM,CENTRO AGROAVERSANO,RIA,ITF,ITF3,15,Campania
CAM,CENTRO ANNA RITA BUONINCONTRO,RIA,ITF,ITF3,15,Campania
CAM,CENTRO CAMPANO,RIA,ITF,ITF3,15,Campania
CAM,CENTRO CRON,RIA,ITF,ITF3,15,Campania
CAM,Centro di ginn. med. SANTULLI,RIA,ITF,ITF3,15,Campania
CAM,CENTRO DI RADIOLOGIA GINOLFI,RIA,ITF,ITF3,15,Campania
CAM,CENTRO DI rIABILITAZIONE,RIA,ITF,ITF3,15,Campania
CAM,CENTRO DI RIABILITAZIONE,RIA,ITF,ITF3,15,Campania
CAM,CENTRO DON ORIONE,RIA,ITF,ITF3,15,Campania
CAM,CENTRO FISIOKINESIT.CILENTO,RIA,ITF,ITF3,15,Campania
CAM,CENTRO FLEGREO SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO FUTURA SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO G.TORRE,RIA,ITF,ITF3,15,Campania
CAM,CENTRO HORIZON SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO JUVENIA SRL,RIA,ITF,ITF3,15,Campania
CAM,Centro Juventus Vibonati s.r.l,RIA,ITF,ITF3,15,Campania
CAM,CENTRO LARS,RIA,ITF,ITF3,15,Campania
CAM,CENTRO MANZONI SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO MED.PSICOSOMATICA,RIA,ITF,ITF3,15,Campania
CAM,CENTRO MED.RIABIL.S.MARCO SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO MEDICO RIABILIT. POMPEI,RIA,ITF,ITF3,15,Campania
CAM,CENTRO MINERVA    SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO PANDA SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO PRIF S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,CENTRO PRO-JUVENTUTE MINERVA,RIA,ITF,ITF3,15,Campania
CAM,CENTRO RELAX S.P.A.,RIA,ITF,ITF3,15,Campania
CAM,Centro RELAX S.P.A.,RIA,ITF,ITF3,15,Campania
CAM,CENTRO RELAX SPA R.L.CAPORASO,RIA,ITF,ITF3,15,Campania
CAM,CENTRO RIAB. E REC. H. ABATESE,RIA,ITF,ITF3,15,Campania
CAM,CENTRO RIABILITAZIONE MOTORIA,RIA,ITF,ITF3,15,Campania
CAM,CENTRO RIABILITAZIONE PROCIDA,RIA,ITF,ITF3,15,Campania
CAM,CENTRO RODI SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO S. CIRO,RIA,ITF,ITF3,15,Campania
CAM,CENTRO S. PAOLO,RIA,ITF,ITF3,15,Campania
CAM,CENTRO SALUS S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,CENTRO SAN VINCENZO,RIA,ITF,ITF3,15,Campania
CAM,CENTRO SERENA SAS,RIA,ITF,ITF3,15,Campania
CAM,CENTRO STUDI DELL SCOLIOSI SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO TERAP. RIAB.DE NICOLA,RIA,ITF,ITF3,15,Campania
CAM,CENTRO TIVAN SRL,RIA,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE  ANTICOVID   DS60- NOCERA INF,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE  ANTICOVID   DS60-CASTEL S.GIORGIO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE  ANTICOVID   DS60-ROCCAPIEMONTE,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE  ANTICOVID   DS61,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE  ANTICOVID  C/O IISS S. CATERINA DS66,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE  ANTICOVID - DS61-  C/O ISTITUTO SCOLASTICO ANARDI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE  ANTICOVID DS60-NOCERA SUPERIORE,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE  ANTICOVID -DS67 BARONISSI ,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE  ANTICOVID DS69-CAPACCIO PAESTUM ,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ACERRA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE AFRAGOLA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE AGEROLA,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Altavilla Irpina,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID - DS67-M.S.SEVERINO C/O PALESTRA SCUOLA ELEM.,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID - DS67-SIANO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID c/o CENTRO SOCIALE-DS66,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -CAVA DEI TIRRENI-DS63,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID DS61,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS61-ANGRI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS62-SAN VALENTINO TORIO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID DS63 ,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID DS63-MAIORI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID- DS63-VIETRI S/M,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS64 - OLIVETO CITRA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS66-PELLEZZANO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS68- GIFFONI SEI CASALI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID- DS68- GIFFONI V.P. ,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID DS68- MONTECORV. PUGL.NO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS68- MONTECORVINO ROV.LLA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID DS68- S. MANGO PIEMONTE  ,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS68-PONTECAGNANO ,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS68-S.MANGO  PIEMONTE ,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS70-S.M. DI CASTELLABATE,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID- DS72 -CAGGIANO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID -DS72- SASSANO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID TEATRO AUGUSTEO DS66,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS62- PAGANI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS62-SAN MARZANO SUL SARNO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS62-SARNO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS63- CETARA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS63-CAVA DEI TIRRENI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS65,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS65-BELLIZZI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS67-FISCIANO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS68 - S.CIPRIANO P.NO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS70-CASTELNUOVO CILENTO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-DS71,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-MATIERNO-DS66,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ANTICOVID-SALA CONSILINA-DS72,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Ariano Irpino,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Ariano Irpino,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Avellino,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE BACOLI,STS,ITF,ITF3,15,Campania
CAM,Centro Vaccinale Bisaccia,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE BOSCOTRECASE,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE CARDITO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE CASALNUOVO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE CASAVATORE,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE CASERTA CASERMA GARIBALDI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE CASERTA IPERION,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE CASTELLAMMARE DI STABIA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE CERCOLA,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Cervinara,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ERCOLANO,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Fagianeria Real Bosco di Capodimonte,STS,ITF,ITF3,15,Campania
